Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1984-03-07,1063.0999755859375,1063.0999755859375,1055.5999755859375,1055.5999755859375,0,0,0
1984-03-08,1055.5999755859375,1056.0,1050.9000244140625,1055.800048828125,0,0,0
1984-03-09,1056.300048828125,1060.4000244140625,1056.300048828125,1060.0999755859375,0,0,0
1984-03-12,1060.0999755859375,1065.199951171875,1058.5999755859375,1063.5999755859375,0,0,0
1984-03-13,1067.5,1082.699951171875,1067.5,1082.5,0,0,0
1984-03-14,1082.5,1088.0999755859375,1079.9000244140625,1087.699951171875,0,0,0
1984-03-15,1087.699951171875,1101.0999755859375,1082.5999755859375,1101.0999755859375,0,0,0
1984-03-16,1115.800048828125,1131.300048828125,1115.800048828125,1128.5,0,0,0
1984-03-19,1125.9000244140625,1125.9000244140625,1109.699951171875,1109.699951171875,0,0,0
1984-03-20,1110.0,1125.0999755859375,1110.0,1123.300048828125,0,0,0
1984-03-21,1126.0999755859375,1130.800048828125,1126.0999755859375,1130.699951171875,0,0,0
1984-03-22,1125.4000244140625,1125.4000244140625,1117.0,1117.199951171875,0,0,0
1984-03-23,1117.199951171875,1121.300048828125,1109.300048828125,1121.300048828125,0,0,0
1984-03-26,1119.9000244140625,1119.9000244140625,1110.699951171875,1119.699951171875,0,0,0
1984-03-27,1117.300048828125,1117.300048828125,1099.9000244140625,1101.9000244140625,0,0,0
1984-03-28,1101.9000244140625,1110.0999755859375,1101.9000244140625,1103.5999755859375,0,0,0
1984-03-29,1109.300048828125,1116.5,1109.300048828125,1113.5999755859375,0,0,0
1984-03-30,1113.5999755859375,1114.4000244140625,1110.0999755859375,1112.5,0,0,0
1984-04-02,1112.5,1115.9000244140625,1108.0999755859375,1108.0999755859375,0,0,0
1984-04-03,1101.5,1101.5,1095.4000244140625,1095.4000244140625,0,0,0
1984-04-04,1095.0999755859375,1095.0999755859375,1093.4000244140625,1093.5999755859375,0,0,0
1984-04-05,1097.800048828125,1104.4000244140625,1097.800048828125,1102.199951171875,0,0,0
1984-04-06,1096.300048828125,1096.300048828125,1090.0,1096.300048828125,0,0,0
1984-04-09,1096.300048828125,1096.699951171875,1092.4000244140625,1096.699951171875,0,0,0
1984-04-10,1097.9000244140625,1106.5999755859375,1097.9000244140625,1105.4000244140625,0,0,0
1984-04-11,1108.300048828125,1111.699951171875,1108.300048828125,1110.5999755859375,0,0,0
1984-04-12,1110.5999755859375,1117.5999755859375,1109.699951171875,1117.0,0,0,0
1984-04-13,1127.800048828125,1132.0,1127.800048828125,1129.0999755859375,0,0,0
1984-04-16,1122.9000244140625,1122.9000244140625,1105.5999755859375,1105.9000244140625,0,0,0
1984-04-17,1105.9000244140625,1112.9000244140625,1104.800048828125,1110.199951171875,0,0,0
1984-04-18,1114.199951171875,1116.9000244140625,1114.199951171875,1116.199951171875,0,0,0
1984-04-19,1114.5999755859375,1114.5999755859375,1108.4000244140625,1108.4000244140625,0,0,0
1984-04-20,1108.4000244140625,1108.4000244140625,1108.4000244140625,1108.4000244140625,0,0,0
1984-04-23,1108.4000244140625,1108.4000244140625,1108.4000244140625,1108.4000244140625,0,0,0
1984-04-24,1105.5999755859375,1105.5999755859375,1102.800048828125,1105.4000244140625,0,0,0
1984-04-25,1112.4000244140625,1121.0,1112.4000244140625,1119.800048828125,0,0,0
1984-04-26,1124.699951171875,1131.5,1124.699951171875,1130.9000244140625,0,0,0
1984-04-27,1138.199951171875,1138.199951171875,1138.199951171875,1138.199951171875,0,0,0
1984-04-30,1138.199951171875,1138.300048828125,1134.9000244140625,1138.300048828125,0,0,0
1984-05-01,1137.199951171875,1137.199951171875,1133.0999755859375,1136.800048828125,0,0,0
1984-05-02,1136.800048828125,1140.0999755859375,1133.5999755859375,1140.0999755859375,0,0,0
1984-05-03,1140.0999755859375,1142.800048828125,1137.4000244140625,1141.5,0,0,0
1984-05-04,1135.800048828125,1135.800048828125,1133.5,1134.0,0,0,0
1984-05-07,1134.0,1134.0,1134.0,1134.0,0,0,0
1984-05-08,1126.9000244140625,1126.9000244140625,1115.9000244140625,1117.5999755859375,0,0,0
1984-05-09,1117.5999755859375,1120.5,1109.699951171875,1109.9000244140625,0,0,0
1984-05-10,1101.300048828125,1101.300048828125,1093.5,1094.4000244140625,0,0,0
1984-05-11,1089.0,1089.0,1075.800048828125,1078.699951171875,0,0,0
1984-05-14,1078.699951171875,1083.0,1073.300048828125,1082.4000244140625,0,0,0
1984-05-15,1083.5999755859375,1095.0,1083.5999755859375,1094.5999755859375,0,0,0
1984-05-16,1101.800048828125,1104.5999755859375,1101.800048828125,1104.5,0,0,0
1984-05-17,1113.0,1120.300048828125,1113.0,1113.0,0,0,0
1984-05-18,1108.800048828125,1108.800048828125,1104.9000244140625,1104.9000244140625,0,0,0
1984-05-21,1105.9000244140625,1108.699951171875,1105.9000244140625,1108.699951171875,0,0,0
1984-05-22,1105.699951171875,1105.699951171875,1084.5,1084.5999755859375,0,0,0
1984-05-23,1084.5999755859375,1089.300048828125,1072.0,1075.4000244140625,0,0,0
1984-05-24,1074.5999755859375,1074.5999755859375,1051.5999755859375,1051.5999755859375,0,0,0
1984-05-25,1051.5999755859375,1057.0999755859375,1042.9000244140625,1055.5,0,0,0
1984-05-28,1055.5,1055.5,1055.5,1055.5,0,0,0
1984-05-29,1055.9000244140625,1062.0999755859375,1055.9000244140625,1056.0999755859375,0,0,0
1984-05-30,1052.300048828125,1052.300048828125,1026.199951171875,1026.5999755859375,0,0,0
1984-05-31,1026.5999755859375,1037.800048828125,1008.2000122070312,1021.0,0,0,0
1984-06-01,1026.800048828125,1055.800048828125,1026.800048828125,1055.800048828125,0,0,0
1984-06-04,1067.4000244140625,1078.0,1067.4000244140625,1078.0,0,0,0
1984-06-05,1078.0,1079.9000244140625,1069.5,1077.800048828125,0,0,0
1984-06-06,1080.0,1088.199951171875,1080.0,1087.9000244140625,0,0,0
1984-06-07,1087.9000244140625,1090.5,1072.0,1072.0,0,0,0
1984-06-08,1072.0,1072.800048828125,1062.300048828125,1068.5999755859375,0,0,0
1984-06-11,1072.699951171875,1076.5,1072.699951171875,1075.9000244140625,0,0,0
1984-06-12,1067.9000244140625,1067.9000244140625,1062.300048828125,1067.0999755859375,0,0,0
1984-06-13,1065.0999755859375,1065.0999755859375,1060.800048828125,1064.699951171875,0,0,0
1984-06-14,1055.5999755859375,1055.5999755859375,1043.800048828125,1043.800048828125,0,0,0
1984-06-15,1040.0999755859375,1040.0999755859375,1027.5999755859375,1040.0999755859375,0,0,0
1984-06-18,1040.0999755859375,1043.199951171875,1035.0,1042.5999755859375,0,0,0
1984-06-19,1054.0999755859375,1059.300048828125,1054.0999755859375,1056.0,0,0,0
1984-06-20,1055.4000244140625,1055.4000244140625,1033.4000244140625,1035.5999755859375,0,0,0
1984-06-21,1040.5999755859375,1047.0999755859375,1040.5999755859375,1041.5999755859375,0,0,0
1984-06-22,1040.199951171875,1040.199951171875,1029.800048828125,1033.0999755859375,0,0,0
1984-06-25,1033.0999755859375,1035.199951171875,1032.4000244140625,1033.0999755859375,0,0,0
1984-06-26,1024.300048828125,1024.300048828125,1024.300048828125,1024.300048828125,0,0,0
1984-06-27,1024.300048828125,1038.699951171875,1024.300048828125,1038.300048828125,0,0,0
1984-06-28,1038.300048828125,1038.9000244140625,1029.300048828125,1029.300048828125,0,0,0
1984-06-29,1029.300048828125,1041.4000244140625,1029.0,1041.4000244140625,0,0,0
1984-07-02,1041.4000244140625,1047.5999755859375,1041.300048828125,1047.5999755859375,0,0,0
1984-07-03,1047.5999755859375,1050.199951171875,1045.0999755859375,1050.199951171875,0,0,0
1984-07-04,1053.199951171875,1065.0999755859375,1053.199951171875,1063.300048828125,0,0,0
1984-07-05,1062.4000244140625,1062.4000244140625,1062.4000244140625,1062.4000244140625,0,0,0
1984-07-06,1060.699951171875,1060.699951171875,1042.300048828125,1042.300048828125,0,0,0
1984-07-09,1040.9000244140625,1040.9000244140625,1027.800048828125,1033.5,0,0,0
1984-07-10,1030.4000244140625,1030.4000244140625,1014.4000244140625,1014.4000244140625,0,0,0
1984-07-11,1001.7000122070312,1001.7000122070312,995.5999755859375,1001.7000122070312,0,0,0
1984-07-12,999.2000122070312,999.2000122070312,978.7000122070312,991.4000244140625,0,0,0
1984-07-13,991.4000244140625,998.5999755859375,987.7999877929688,995.7999877929688,0,0,0
1984-07-16,995.7999877929688,1004.0999755859375,992.2000122070312,1003.0,0,0,0
1984-07-17,1003.7999877929688,1008.2000122070312,1003.7999877929688,1007.7999877929688,0,0,0
1984-07-18,1007.7999877929688,1010.2000122070312,1006.7999877929688,1009.0,0,0,0
1984-07-19,1003.0,1003.0,996.9000244140625,1003.0,0,0,0
1984-07-20,1008.0999755859375,1012.4000244140625,1008.0999755859375,1009.7999877929688,0,0,0
1984-07-23,1008.2999877929688,1008.2999877929688,985.7999877929688,986.9000244140625,0,0,0
1984-07-24,986.9000244140625,991.0999755859375,983.4000244140625,989.5999755859375,0,0,0
1984-07-25,989.5999755859375,996.2000122070312,983.7999877929688,996.2000122070312,0,0,0
1984-07-26,999.0999755859375,1007.0,999.0999755859375,999.0999755859375,0,0,0
1984-07-27,999.0999755859375,999.9000244140625,988.0999755859375,995.5999755859375,0,0,0
1984-07-30,995.5999755859375,997.2999877929688,993.0,996.5,0,0,0
1984-07-31,996.5,1010.0999755859375,995.2000122070312,1010.0999755859375,0,0,0
1984-08-01,1010.0999755859375,1018.0999755859375,1006.2000122070312,1018.0999755859375,0,0,0
1984-08-02,1029.4000244140625,1039.199951171875,1029.4000244140625,1039.0999755859375,0,0,0
1984-08-03,1054.0999755859375,1065.0,1054.0999755859375,1065.0,0,0,0
1984-08-06,1065.0,1071.0999755859375,1057.199951171875,1061.4000244140625,0,0,0
1984-08-07,1061.4000244140625,1070.199951171875,1054.0,1068.699951171875,0,0,0
1984-08-08,1073.699951171875,1083.0,1073.699951171875,1080.699951171875,0,0,0
1984-08-09,1077.199951171875,1077.199951171875,1067.800048828125,1070.4000244140625,0,0,0
1984-08-10,1080.699951171875,1095.9000244140625,1080.699951171875,1095.699951171875,0,0,0
1984-08-13,1089.5,1089.5,1084.0,1084.0999755859375,0,0,0
1984-08-14,1084.300048828125,1092.300048828125,1084.300048828125,1091.800048828125,0,0,0
1984-08-15,1091.800048828125,1092.699951171875,1082.0999755859375,1082.9000244140625,0,0,0
1984-08-16,1075.5999755859375,1075.5999755859375,1069.0999755859375,1075.5999755859375,0,0,0
1984-08-17,1075.5999755859375,1078.0,1074.9000244140625,1078.0,0,0,0
1984-08-20,1076.0,1076.0,1071.300048828125,1074.4000244140625,0,0,0
1984-08-21,1077.199951171875,1083.800048828125,1077.199951171875,1082.4000244140625,0,0,0
1984-08-22,1089.4000244140625,1093.9000244140625,1089.4000244140625,1090.199951171875,0,0,0
1984-08-23,1081.9000244140625,1081.9000244140625,1079.699951171875,1081.0999755859375,0,0,0
1984-08-24,1081.300048828125,1087.800048828125,1081.300048828125,1087.199951171875,0,0,0
1984-08-27,1087.199951171875,1087.199951171875,1087.199951171875,1087.199951171875,0,0,0
1984-08-28,1085.5,1085.5,1079.4000244140625,1082.300048828125,0,0,0
1984-08-29,1084.5,1096.0,1084.5,1096.0,0,0,0
1984-08-30,1096.0,1102.0,1093.0999755859375,1101.9000244140625,0,0,0
1984-08-31,1101.9000244140625,1104.5999755859375,1100.199951171875,1103.9000244140625,0,0,0
1984-09-03,1105.199951171875,1106.4000244140625,1105.199951171875,1105.300048828125,0,0,0
1984-09-04,1100.0,1100.0,1083.699951171875,1083.699951171875,0,0,0
1984-09-05,1082.9000244140625,1082.9000244140625,1076.9000244140625,1082.5999755859375,0,0,0
1984-09-06,1085.0,1095.300048828125,1085.0,1095.300048828125,0,0,0
1984-09-07,1097.300048828125,1101.699951171875,1097.300048828125,1099.300048828125,0,0,0
1984-09-10,1096.5,1096.5,1091.5999755859375,1091.5999755859375,0,0,0
1984-09-11,1091.800048828125,1103.0999755859375,1091.800048828125,1103.0999755859375,0,0,0
1984-09-12,1103.0999755859375,1103.5,1101.300048828125,1103.5,0,0,0
1984-09-13,1104.800048828125,1107.4000244140625,1104.800048828125,1105.300048828125,0,0,0
1984-09-14,1107.9000244140625,1112.9000244140625,1107.9000244140625,1109.5999755859375,0,0,0
1984-09-17,1109.5999755859375,1111.5,1104.0999755859375,1110.5,0,0,0
1984-09-18,1110.5,1112.5999755859375,1109.300048828125,1109.9000244140625,0,0,0
1984-09-19,1109.9000244140625,1125.199951171875,1109.800048828125,1125.199951171875,0,0,0
1984-09-20,1125.4000244140625,1136.5999755859375,1125.4000244140625,1129.300048828125,0,0,0
1984-09-21,1129.300048828125,1129.699951171875,1125.199951171875,1127.0,0,0,0
1984-09-24,1127.0,1129.0999755859375,1121.5,1122.0999755859375,0,0,0
1984-09-25,1122.0999755859375,1125.800048828125,1121.0999755859375,1124.9000244140625,0,0,0
1984-09-26,1127.0999755859375,1135.5,1127.0999755859375,1135.5,0,0,0
1984-09-27,1136.5999755859375,1144.4000244140625,1136.5999755859375,1144.0999755859375,0,0,0
1984-09-28,1144.0999755859375,1146.0,1139.300048828125,1140.300048828125,0,0,0
1984-10-01,1137.5,1137.5,1127.699951171875,1127.699951171875,0,0,0
1984-10-02,1119.199951171875,1119.199951171875,1111.800048828125,1119.199951171875,0,0,0
1984-10-03,1121.4000244140625,1127.5999755859375,1121.4000244140625,1122.0999755859375,0,0,0
1984-10-04,1122.0999755859375,1127.5,1118.800048828125,1127.5,0,0,0
1984-10-05,1134.0999755859375,1137.4000244140625,1134.0999755859375,1135.199951171875,0,0,0
1984-10-08,1137.0999755859375,1141.300048828125,1137.0999755859375,1139.0,0,0,0
1984-10-09,1139.0,1142.4000244140625,1136.5,1136.5999755859375,0,0,0
1984-10-10,1136.5999755859375,1138.9000244140625,1133.5999755859375,1136.5,0,0,0
1984-10-11,1136.5,1141.699951171875,1136.199951171875,1141.300048828125,0,0,0
1984-10-12,1141.300048828125,1143.699951171875,1137.699951171875,1143.699951171875,0,0,0
1984-10-15,1143.699951171875,1147.300048828125,1143.300048828125,1146.0,0,0,0
1984-10-16,1128.9000244140625,1128.9000244140625,1123.699951171875,1124.300048828125,0,0,0
1984-10-17,1118.4000244140625,1118.4000244140625,1099.4000244140625,1099.800048828125,0,0,0
1984-10-18,1093.4000244140625,1093.4000244140625,1079.0,1088.9000244140625,0,0,0
1984-10-19,1098.5999755859375,1113.0,1098.5999755859375,1111.300048828125,0,0,0
1984-10-22,1111.300048828125,1115.699951171875,1110.800048828125,1115.4000244140625,0,0,0
1984-10-23,1116.4000244140625,1128.5,1116.4000244140625,1128.300048828125,0,0,0
1984-10-24,1128.300048828125,1133.5999755859375,1123.0999755859375,1125.4000244140625,0,0,0
1984-10-25,1127.0,1131.300048828125,1127.0,1130.0999755859375,0,0,0
1984-10-26,1130.0999755859375,1130.5,1127.199951171875,1130.5,0,0,0
1984-10-29,1130.5,1136.0999755859375,1126.800048828125,1136.0999755859375,0,0,0
1984-10-30,1137.5,1145.5999755859375,1137.5,1145.199951171875,0,0,0
1984-10-31,1151.0,1155.300048828125,1151.0,1151.0,0,0,0
1984-11-01,1151.0,1158.4000244140625,1147.699951171875,1158.4000244140625,0,0,0
1984-11-02,1165.199951171875,1171.5,1165.199951171875,1168.5999755859375,0,0,0
1984-11-05,1167.9000244140625,1167.9000244140625,1162.800048828125,1163.0999755859375,0,0,0
1984-11-06,1163.0999755859375,1167.699951171875,1156.800048828125,1161.4000244140625,0,0,0
1984-11-07,1161.4000244140625,1161.800048828125,1154.199951171875,1157.300048828125,0,0,0
1984-11-08,1157.300048828125,1159.4000244140625,1149.0999755859375,1158.300048828125,0,0,0
1984-11-09,1158.300048828125,1164.199951171875,1155.0999755859375,1164.199951171875,0,0,0
1984-11-12,1165.199951171875,1176.199951171875,1165.199951171875,1175.0999755859375,0,0,0
1984-11-13,1175.199951171875,1186.0999755859375,1175.199951171875,1183.699951171875,0,0,0
1984-11-14,1182.4000244140625,1182.4000244140625,1175.5999755859375,1181.5,0,0,0
1984-11-15,1179.5,1179.5,1164.699951171875,1164.9000244140625,0,0,0
1984-11-16,1164.9000244140625,1174.5999755859375,1164.4000244140625,1173.5,0,0,0
1984-11-19,1167.5,1167.5,1162.9000244140625,1167.4000244140625,0,0,0
1984-11-20,1164.4000244140625,1164.4000244140625,1157.699951171875,1159.0999755859375,0,0,0
1984-11-21,1162.800048828125,1168.0999755859375,1162.800048828125,1166.800048828125,0,0,0
1984-11-22,1166.800048828125,1170.0,1158.199951171875,1158.199951171875,0,0,0
1984-11-23,1158.199951171875,1158.800048828125,1153.0999755859375,1158.800048828125,0,0,0
1984-11-26,1163.800048828125,1172.300048828125,1163.800048828125,1172.300048828125,0,0,0
1984-11-27,1172.300048828125,1179.0999755859375,1167.300048828125,1178.0,0,0,0
1984-11-28,1182.800048828125,1187.5,1182.800048828125,1187.5,0,0,0
1984-11-29,1187.5,1188.0,1181.199951171875,1187.9000244140625,0,0,0
1984-11-30,1186.5,1186.5,1178.699951171875,1181.300048828125,0,0,0
1984-12-03,1187.9000244140625,1191.800048828125,1187.9000244140625,1191.699951171875,0,0,0
1984-12-04,1191.699951171875,1194.699951171875,1183.800048828125,1183.800048828125,0,0,0
1984-12-05,1183.4000244140625,1183.4000244140625,1176.0,1182.9000244140625,0,0,0
1984-12-06,1175.800048828125,1175.800048828125,1169.9000244140625,1175.800048828125,0,0,0
1984-12-07,1179.0999755859375,1190.0999755859375,1179.0999755859375,1190.0999755859375,0,0,0
1984-12-10,1190.5,1199.699951171875,1190.5,1197.9000244140625,0,0,0
1984-12-11,1198.5999755859375,1202.9000244140625,1198.5999755859375,1198.5999755859375,0,0,0
1984-12-12,1197.800048828125,1197.800048828125,1190.699951171875,1190.699951171875,0,0,0
1984-12-13,1190.699951171875,1196.9000244140625,1188.9000244140625,1196.699951171875,0,0,0
1984-12-14,1202.300048828125,1207.9000244140625,1202.300048828125,1204.800048828125,0,0,0
1984-12-17,1212.199951171875,1217.5999755859375,1212.199951171875,1212.5,0,0,0
1984-12-18,1212.5999755859375,1216.199951171875,1212.5999755859375,1216.199951171875,0,0,0
1984-12-19,1219.0999755859375,1223.5999755859375,1219.0999755859375,1220.5999755859375,0,0,0
1984-12-20,1214.0,1214.0,1207.0,1207.199951171875,0,0,0
1984-12-21,1204.9000244140625,1204.9000244140625,1201.800048828125,1204.699951171875,0,0,0
1984-12-24,1205.199951171875,1205.5999755859375,1205.199951171875,1205.199951171875,0,0,0
1984-12-26,1205.199951171875,1205.199951171875,1205.199951171875,1205.199951171875,0,0,0
1984-12-27,1206.5999755859375,1210.9000244140625,1206.5999755859375,1210.9000244140625,0,0,0
1984-12-28,1210.9000244140625,1225.5999755859375,1210.800048828125,1225.5999755859375,0,0,0
1984-12-31,1228.5,1232.300048828125,1228.5,1232.199951171875,0,0,0
1985-01-02,1230.4000244140625,1230.4000244140625,1220.0,1220.0,0,0,0
1985-01-03,1208.199951171875,1208.199951171875,1199.5999755859375,1206.0999755859375,0,0,0
1985-01-04,1206.0999755859375,1215.699951171875,1204.699951171875,1214.5999755859375,0,0,0
1985-01-07,1214.5999755859375,1229.0,1212.5999755859375,1229.0,0,0,0
1985-01-08,1233.199951171875,1243.5,1233.199951171875,1243.5,0,0,0
1985-01-09,1247.0999755859375,1259.199951171875,1247.0999755859375,1259.199951171875,0,0,0
1985-01-10,1259.199951171875,1263.9000244140625,1252.9000244140625,1261.0,0,0,0
1985-01-11,1261.0,1265.300048828125,1240.9000244140625,1248.5999755859375,0,0,0
1985-01-14,1233.4000244140625,1233.4000244140625,1220.5,1220.5,0,0,0
1985-01-15,1223.5,1233.199951171875,1223.5,1233.199951171875,0,0,0
1985-01-16,1237.800048828125,1254.0999755859375,1237.800048828125,1254.0999755859375,0,0,0
1985-01-17,1256.699951171875,1262.699951171875,1256.699951171875,1260.4000244140625,0,0,0
1985-01-18,1261.5999755859375,1278.0,1261.5999755859375,1277.9000244140625,0,0,0
1985-01-21,1277.9000244140625,1280.9000244140625,1276.0999755859375,1279.0,0,0,0
1985-01-22,1292.0999755859375,1306.4000244140625,1292.0999755859375,1305.699951171875,0,0,0
1985-01-23,1286.300048828125,1286.300048828125,1280.300048828125,1283.699951171875,0,0,0
1985-01-24,1283.699951171875,1284.800048828125,1262.5,1274.699951171875,0,0,0
1985-01-25,1274.699951171875,1288.0,1274.0,1288.0,0,0,0
1985-01-28,1273.5,1273.5,1241.699951171875,1265.800048828125,0,0,0
1985-01-29,1257.0,1257.0,1240.5,1249.300048828125,0,0,0
1985-01-30,1265.800048828125,1278.699951171875,1265.800048828125,1277.300048828125,0,0,0
1985-01-31,1277.300048828125,1281.0,1272.199951171875,1280.800048828125,0,0,0
1985-02-01,1277.300048828125,1277.300048828125,1272.5999755859375,1272.5999755859375,0,0,0
1985-02-04,1268.199951171875,1268.199951171875,1257.0999755859375,1268.199951171875,0,0,0
1985-02-05,1276.300048828125,1289.199951171875,1276.300048828125,1289.0999755859375,0,0,0
1985-02-06,1289.0999755859375,1290.699951171875,1280.5,1289.5,0,0,0
1985-02-07,1289.5,1296.300048828125,1285.0,1296.300048828125,0,0,0
1985-02-08,1296.300048828125,1300.300048828125,1288.5,1295.300048828125,0,0,0
1985-02-11,1295.300048828125,1299.699951171875,1288.699951171875,1297.5,0,0,0
1985-02-12,1290.0,1290.0,1272.800048828125,1273.0,0,0,0
1985-02-13,1273.0,1282.0,1271.699951171875,1282.0,0,0,0
1985-02-14,1288.4000244140625,1294.699951171875,1288.4000244140625,1289.800048828125,0,0,0
1985-02-15,1286.699951171875,1286.699951171875,1280.4000244140625,1281.5,0,0,0
1985-02-18,1278.699951171875,1278.699951171875,1268.300048828125,1268.699951171875,0,0,0
1985-02-19,1268.699951171875,1276.0,1266.9000244140625,1275.9000244140625,0,0,0
1985-02-20,1275.9000244140625,1281.9000244140625,1275.5999755859375,1275.800048828125,0,0,0
1985-02-21,1275.800048828125,1279.0999755859375,1269.300048828125,1279.0999755859375,0,0,0
1985-02-22,1274.5999755859375,1274.5999755859375,1262.5999755859375,1268.9000244140625,0,0,0
1985-02-25,1266.5,1266.5,1258.199951171875,1259.4000244140625,0,0,0
1985-02-26,1259.4000244140625,1266.199951171875,1259.300048828125,1259.5,0,0,0
1985-02-27,1259.5,1261.800048828125,1256.300048828125,1258.800048828125,0,0,0
1985-02-28,1258.800048828125,1261.9000244140625,1257.699951171875,1259.699951171875,0,0,0
1985-03-01,1257.5999755859375,1257.5999755859375,1247.699951171875,1250.800048828125,0,0,0
1985-03-04,1261.5,1265.699951171875,1261.5,1265.699951171875,0,0,0
1985-03-05,1265.699951171875,1275.699951171875,1261.9000244140625,1274.9000244140625,0,0,0
1985-03-06,1277.199951171875,1287.0999755859375,1277.199951171875,1285.4000244140625,0,0,0
1985-03-07,1285.4000244140625,1288.0999755859375,1284.4000244140625,1285.800048828125,0,0,0
1985-03-08,1285.800048828125,1288.5999755859375,1283.300048828125,1288.5999755859375,0,0,0
1985-03-11,1288.5999755859375,1290.800048828125,1287.199951171875,1290.800048828125,0,0,0
1985-03-12,1298.5999755859375,1303.9000244140625,1298.5999755859375,1300.0,0,0,0
1985-03-13,1300.0,1300.9000244140625,1295.199951171875,1295.199951171875,0,0,0
1985-03-14,1295.199951171875,1299.699951171875,1293.300048828125,1299.699951171875,0,0,0
1985-03-15,1301.4000244140625,1309.9000244140625,1301.4000244140625,1309.9000244140625,0,0,0
1985-03-18,1308.199951171875,1308.199951171875,1300.0999755859375,1300.300048828125,0,0,0
1985-03-19,1300.300048828125,1304.699951171875,1298.4000244140625,1304.5,0,0,0
